,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_NOTA_REDACAO,NU_NOTA_MT,NU_NOTA_CH,NU_NOTA_CN,NU_NOTA_LC
0,1100015,Alta Floresta D'Oeste,11,RO,488.0,496.28000000000003,583.9399999999999,487.93999999999994,487.9599999999999
1,1100023,Ariquemes,11,RO,470.0,480.91875000000005,564.8235294117646,476.9375,494.95588235294116
2,1100049,Cacoal,11,RO,478.49056603773585,533.8448979591836,551.3528301886794,491.15714285714284,526.3547169811322
3,1100056,Cerejeiras,11,RO,740.0,462.4,642.5,517.6,592.1
4,1100064,Colorado do Oeste,11,RO,620.0,704.9,638.7,536.3,528.3
5,1100080,Costa Marques,11,RO,680.0,499.0,564.1,456.4,429.9
6,1100098,Espigão D'Oeste,11,RO,650.0,575.75,607.2,536.6,590.3
7,1100106,Guajará-Mirim,11,RO,433.3333333333333,490.5843749999999,535.1083333333332,468.303125,492.12222222222226
8,1100114,Jaru,11,RO,498.46153846153845,505.1076923076923,561.5384615384615,471.59230769230766,531.9846153846154
9,1100122,Ji-Paraná,11,RO,503.5135135135135,519.6214285714286,565.7851351351353,485.42428571428565,515.8297297297299
10,1100130,Machadinho D'Oeste,11,RO,442.5,490.78749999999997,599.025,506.97499999999997,559.5124999999999
11,1100148,Nova Brasilândia D'Oeste,11,RO,448.57142857142856,558.6285714285715,553.2857142857143,442.7857142857143,516.3857142857142
12,1100155,Ouro Preto do Oeste,11,RO,423.1578947368421,479.24210526315784,575.6368421052632,482.3736842105262,516.4368421052633
13,1100189,Pimenta Bueno,11,RO,485.55555555555554,530.6666666666665,566.6555555555556,493.1166666666667,506.5055555555556
14,1100205,Porto Velho,11,RO,493.23828920570264,508.1065934065937,550.6553971486769,474.3621978021977,511.4303462321794
15,1100254,Presidente Médici,11,RO,467.5,529.9,534.625,456.04285714285714,494.67499999999995
16,1100262,Rio Crespo,11,RO,540.0,451.4,600.1,547.0,512.9
17,1100288,Rolim de Moura,11,RO,512.3529411764706,515.9093750000001,547.6176470588234,483.94374999999997,509.53235294117644
18,1100296,Santa Luzia D'Oeste,11,RO,353.3333333333333,489.93333333333334,522.1999999999999,438.0,480.5999999999999
19,1100304,Vilhena,11,RO,500.0,507.7153846153846,571.8185185185185,475.8384615384615,516.862962962963
20,1100320,São Miguel do Guaporé,11,RO,726.6666666666666,669.6333333333333,664.3000000000001,526.4000000000001,585.8000000000001
21,1100338,Nova Mamoré,11,RO,377.5,476.825,509.325,460.3125,482.97499999999997
22,1100346,Alvorada D'Oeste,11,RO,480.0,473.40000000000003,515.2428571428571,449.7142857142858,494.1857142857143
23,1100379,Alto Alegre dos Parecis,11,RO,568.0,510.71999999999997,578.0,478.18,534.12
24,1100403,Alto Paraíso,11,RO,573.3333333333334,550.0333333333333,523.0666666666667,436.7666666666667,469.8
25,1100452,Buritis,11,RO,408.57142857142856,503.8333333333334,526.3428571428572,486.73333333333335,499.0571428571429
26,1100502,Novo Horizonte do Oeste,11,RO,620.0,541.0,589.1666666666666,509.76666666666665,563.5333333333333
27,1100601,Cacaulândia,11,RO,260.0,471.8,429.4,433.5,486.8
28,1100700,Campo Novo de Rondônia,11,RO,420.0,412.9,561.35,468.75,471.45
29,1100809,Candeias do Jamari,11,RO,418.8235294117647,472.8117647058823,532.870588235294,448.00588235294117,487.44705882352935
30,1100940,Cujubim,11,RO,500.0,512.96,554.28,449.8,499.62
31,1101005,Governador Jorge Teixeira,11,RO,380.0,552.8,426.5,401.7,448.3
32,1101104,Itapuã do Oeste,11,RO,453.3333333333333,448.73333333333335,543.0666666666667,449.2333333333333,486.0
33,1101302,Mirante da Serra,11,RO,380.0,549.9,631.8,483.7,599.8
34,1101401,Monte Negro,11,RO,720.0,516.4,672.1,509.5,594.7
35,1101435,Nova União,11,RO,640.0,525.25,548.45,436.95,519.5
36,1101450,Parecis,11,RO,540.0,544.3,548.1,467.5,495.3
37,1101468,Pimenteiras do Oeste,11,RO,,,,,
38,1101484,São Felipe D'Oeste,11,RO,460.0,385.3,601.1,486.8,541.4
39,1101492,São Francisco do Guaporé,11,RO,600.0,507.3666666666666,583.8000000000001,468.5666666666666,555.1666666666666
40,1101500,Seringueiras,11,RO,680.0,599.4,608.2,451.5,606.2
41,1101559,Teixeirópolis,11,RO,,,,,
42,1101708,Urupá,11,RO,560.0,525.8,469.6,422.3,493.3
43,1101807,Vale do Paraíso,11,RO,433.3333333333333,576.0666666666667,537.5333333333333,485.7,494.8333333333333
44,1200013,Acrelândia,12,AC,505.0,497.375,557.35,493.29999999999995,526.625
45,1200054,Assis Brasil,12,AC,500.0,487.1,518.95,499.4,475.65
46,1200104,Brasiléia,12,AC,408.57142857142856,491.35999999999996,519.8285714285714,435.8,500.0714285714286
47,1200138,Bujari,12,AC,580.0,494.9,611.1,506.9,561.0
48,1200203,Cruzeiro do Sul,12,AC,512.1052631578947,474.79999999999995,538.4184210526315,446.6236842105262,505.86315789473673
49,1200252,Epitaciolândia,12,AC,400.0,480.95000000000005,591.1333333333333,548.05,514.2666666666667
50,1200302,Feijó,12,AC,451.6666666666667,475.6916666666666,544.0583333333334,445.6666666666666,505.55833333333334
51,1200336,Mâncio Lima,12,AC,580.0,437.6,605.8,496.79999999999995,495.6
52,1200344,Manoel Urbano,12,AC,690.0,483.0,577.95,471.1,523.4
53,1200351,Marechal Thaumaturgo,12,AC,440.0,,512.5,,414.9
54,1200385,Plácido de Castro,12,AC,555.0,486.05,552.775,465.975,519.2249999999999
55,1200401,Rio Branco,12,AC,483.72623574144484,496.90365853658585,549.9893536121677,474.5983739837398,516.3307984790875
56,1200427,Rodrigues Alves,12,AC,410.0,443.15,508.15000000000003,448.85,491.05
57,1200435,Santa Rosa do Purus,12,AC,740.0,586.2,657.8,594.8,562.3
58,1200450,Senador Guiomard,12,AC,480.0,492.625,538.275,481.225,528.325
59,1200500,Sena Madureira,12,AC,538.4615384615385,492.6923076923077,551.623076923077,461.5846153846154,496.3076923076923
60,1200609,Tarauacá,12,AC,556.6666666666666,519.14,599.7666666666668,471.66,535.3166666666666
61,1200708,Xapuri,12,AC,500.0,435.6,574.4,395.0,552.6
62,1200807,Porto Acre,12,AC,840.0,719.0,653.0,551.4,594.5
63,1300086,Anamã,13,AM,460.0,434.8,579.1,477.5,570.0
64,1300102,Anori,13,AM,470.0,432.20000000000005,534.55,452.55,513.9
65,1300144,Apuí,13,AM,340.0,403.0,504.1,477.8,545.8
66,1300300,Autazes,13,AM,360.0,511.5,536.0666666666666,471.9,452.5333333333333
67,1300508,Barreirinha,13,AM,397.14285714285717,467.9,510.32857142857137,438.42857142857144,490.7
68,1300607,Benjamin Constant,13,AM,424.0,455.28000000000003,482.56000000000006,471.82,467.91999999999996
69,1300631,Beruri,13,AM,500.0,460.20000000000005,504.25,431.45000000000005,462.55
70,1300680,Boa Vista do Ramos,13,AM,360.0,432.3,585.4,411.0,503.2
71,1300706,Boca do Acre,13,AM,430.0,590.55,558.05,459.05,551.1
72,1300839,Caapiranga,13,AM,280.0,432.1,446.7,447.0,445.4
73,1300904,Canutama,13,AM,320.0,549.9,526.2,407.3,540.6
74,1301100,Careiro,13,AM,433.3333333333333,514.1,563.9,456.6333333333334,507.0333333333333
75,1301159,Careiro da Várzea,13,AM,446.6666666666667,539.9333333333333,545.5333333333333,404.3333333333333,466.59999999999997
76,1301209,Coari,13,AM,466.0,460.43,500.65999999999997,435.06000000000006,472.28000000000003
77,1301407,Eirunepé,13,AM,,,,,
78,1301654,Guajará,13,AM,760.0,623.6,534.4,616.1,529.6
79,1301704,Humaitá,13,AM,481.1764705882353,517.535294117647,560.7294117647059,477.8058823529412,508.0235294117647
80,1301803,Ipixuna,13,AM,560.0,634.3,427.0,501.9,415.4
81,1301852,Iranduba,13,AM,510.0,476.3583333333333,544.7214285714286,483.34999999999997,498.9642857142858
82,1301902,Itacoatiara,13,AM,509.44444444444446,525.691891891892,558.3416666666667,482.72972972972974,513.3805555555556
83,1302009,Itapiranga,13,AM,,,,,
84,1302207,Juruá,13,AM,0.0,414.9,416.3,458.6,491.7
85,1302405,Lábrea,13,AM,352.5,444.1166666666666,522.5875000000001,476.5999999999999,482.2875
86,1302504,Manacapuru,13,AM,479.04761904761904,508.84000000000003,541.0857142857143,449.0000000000001,510.847619047619
87,1302553,Manaquiri,13,AM,520.0,535.55,584.05,480.79999999999995,504.25
88,1302603,Manaus,13,AM,488.9326424870466,507.0901345291483,559.1508808290149,477.40156950672633,513.8014507772027
89,1302702,Manicoré,13,AM,,,,,
90,1302900,Maués,13,AM,528.0,560.38,587.62,526.5600000000001,524.13
91,1303007,Nhamundá,13,AM,293.3333333333333,434.3333333333333,466.8333333333333,432.8666666666666,442.5
92,1303106,Nova Olinda do Norte,13,AM,,,,,
93,1303205,Novo Airão,13,AM,380.0,627.9,615.4,437.9,518.3
94,1303403,Parintins,13,AM,456.6666666666667,499.48936170212767,538.6250000000001,471.0021276595745,500.51874999999995
95,1303502,Pauini,13,AM,580.0,479.0,624.1,563.7,483.8
96,1303536,Presidente Figueiredo,13,AM,477.14285714285717,545.1666666666666,564.757142857143,514.6333333333333,501.58571428571435
97,1303569,Rio Preto da Eva,13,AM,360.0,489.29999999999995,573.25,423.7,454.2
98,1303601,Santa Isabel do Rio Negro,13,AM,360.0,458.5,502.1,502.5,459.2
99,1303809,São Gabriel da Cachoeira,13,AM,568.0,469.58000000000004,518.54,495.38,512.8599999999999
100,1303957,São Sebastião do Uatumã,13,AM,420.0,568.8,490.8,439.6,531.9
101,1304062,Tabatinga,13,AM,525.0,545.5250000000001,574.0,476.15000000000003,512.35
102,1304104,Tapauá,13,AM,720.0,654.7,677.8,534.4,661.5
103,1304203,Tefé,13,AM,363.3333333333333,488.7166666666667,483.4166666666667,449.43333333333334,445.3
104,1304302,Urucará,13,AM,540.0,549.2,628.4,417.4,581.0
105,1304401,Urucurituba,13,AM,590.0,599.2,525.3,389.6,502.65
106,1400027,Amajari,14,RR,280.0,,420.2,,494.8
107,1400050,Alto Alegre,14,RR,453.3333333333333,424.1000000000001,496.40000000000003,448.3,513.9
108,1400100,Boa Vista,14,RR,495.17241379310343,514.2215189873419,565.3333333333334,496.39430379746847,519.7034482758617
109,1400175,Cantá,14,RR,510.0,561.4,568.0,562.1,462.4
110,1400209,Caracaraí,14,RR,560.0,482.35,565.6,420.15,555.9
111,1400233,Caroebe,14,RR,400.0,442.3,467.1,418.6,522.0
112,1400308,Mucajaí,14,RR,720.0,461.8,589.4,545.1,506.3
113,1400472,Rorainópolis,14,RR,580.0,538.9,565.5,369.0,419.8
114,1400605,São Luiz,14,RR,280.0,563.7,544.2,462.3,458.7
115,1500107,Abaetetuba,15,PA,487.02702702702703,488.08971962616806,551.7306306306307,470.4766355140185,495.58468468468465
116,1500206,Acará,15,PA,468.57142857142856,520.3785714285715,529.5642857142858,469.2285714285714,477.1142857142857
117,1500305,Afuá,15,PA,450.0,428.79999999999995,491.35,496.7,495.65
118,1500347,Água Azul do Norte,15,PA,660.0,467.3,536.4,440.5,532.3
119,1500404,Alenquer,15,PA,502.22222222222223,506.09999999999997,530.3666666666667,474.05555555555554,506.76666666666665
120,1500503,Almeirim,15,PA,475.55555555555554,480.1111111111111,539.9555555555556,440.23333333333335,479.61111111111103
121,1500602,Altamira,15,PA,518.8372093023256,512.7890243902439,560.9174418604651,470.9353658536586,512.5476744186045
122,1500701,Anajás,15,PA,360.0,500.1,525.8,444.7,567.2
123,1500800,Ananindeua,15,PA,524.751958224543,527.1680790960451,576.4140992167102,494.42062146892704,526.3310704960835
124,1500859,Anapu,15,PA,465.0,541.9375,541.7,464.16249999999997,468.6375
125,1500909,Augusto Corrêa,15,PA,497.77777777777777,496.8333333333333,552.9333333333333,455.44444444444446,509.2555555555556
126,1500958,Aurora do Pará,15,PA,464.0,479.76000000000005,511.06000000000006,482.76000000000005,517.96
127,1501006,Aveiro,15,PA,400.0,386.1,514.6,389.2,428.2
128,1501105,Bagre,15,PA,560.0,474.0,581.7,500.4,541.1
129,1501204,Baião,15,PA,360.0,506.3999999999999,514.62,469.71999999999997,476.82
130,1501253,Bannach,15,PA,610.0,499.0,500.29999999999995,447.5,512.3
131,1501303,Barcarena,15,PA,521.7857142857143,502.05925925925936,574.0410714285714,486.0537037037037,527.9946428571428
132,1501402,Belém,15,PA,546.0276198212836,524.6596801346808,575.8726238830228,493.95336700336736,525.5701868399673
133,1501451,Belterra,15,PA,440.0,538.7333333333333,508.8,494.93333333333334,476.76666666666665
134,1501501,Benevides,15,PA,536.9230769230769,506.46153846153845,570.496153846154,476.5461538461538,517.0692307692308
135,1501576,Bom Jesus do Tocantins,15,PA,475.0,508.625,538.325,454.54999999999995,502.4
136,1501600,Bonito,15,PA,300.0,,636.2,,475.4
137,1501709,Bragança,15,PA,544.8484848484849,482.53125000000006,542.3818181818182,469.31250000000006,495.2484848484848
138,1501725,Brasil Novo,15,PA,556.0,447.76000000000005,511.66,483.46000000000004,461.23999999999995
139,1501782,Breu Branco,15,PA,515.0,534.2666666666667,560.85,482.9333333333334,507.9583333333333
140,1501808,Breves,15,PA,487.05882352941177,504.13793103448273,551.8117647058822,478.13448275862066,518.9088235294118
141,1501907,Bujaru,15,PA,556.6666666666666,538.0833333333334,540.15,463.15000000000003,493.8833333333334
142,1501956,Cachoeira do Piriá,15,PA,240.0,552.6,457.2,388.4,409.9
143,1502004,Cachoeira do Arari,15,PA,373.3333333333333,436.7333333333333,522.4,405.9666666666667,426.6333333333334
144,1502103,Cametá,15,PA,571.5384615384615,495.17307692307713,559.3653846153845,481.3576923076923,493.726923076923
145,1502152,Canaã dos Carajás,15,PA,463.0769230769231,520.8749999999999,564.0307692307692,474.93333333333334,535.9769230769231
146,1502202,Capanema,15,PA,529.6969696969697,504.05151515151516,553.6696969696969,478.9909090909091,508.5757575757577
147,1502301,Capitão Poço,15,PA,446.6666666666667,488.4583333333333,546.0000000000001,467.4583333333334,495.43333333333334
148,1502400,Castanhal,15,PA,508.3168316831683,495.6670103092784,554.5346534653467,476.28556701030953,508.07227722772274
149,1502608,Colares,15,PA,540.0,476.65,595.9,485.65,470.70000000000005
150,1502707,Conceição do Araguaia,15,PA,460.6896551724138,471.21071428571446,539.7793103448275,470.2642857142857,485.3655172413793
151,1502756,Concórdia do Pará,15,PA,472.5,528.5250000000001,556.1125,430.4125,486.025
152,1502772,Curionópolis,15,PA,420.0,460.20000000000005,517.4,537.35,521.15
153,1502806,Curralinho,15,PA,360.0,507.3999999999999,494.5,456.3,445.6666666666667
154,1502905,Curuçá,15,PA,448.0,509.88571428571424,557.4666666666666,466.45714285714286,500.72
155,1502939,Dom Eliseu,15,PA,526.6666666666666,516.2625,543.588888888889,481.98750000000007,495.76666666666665
156,1502954,Eldorado do Carajás,15,PA,592.0,572.55,556.5200000000001,443.40000000000003,524.8599999999999
157,1503044,Floresta do Araguaia,15,PA,430.0,467.0,449.75,419.95000000000005,419.4
158,1503077,Garrafão do Norte,15,PA,600.0,483.70000000000005,505.25,473.725,516.475
159,1503093,Goianésia do Pará,15,PA,517.1428571428571,509.31666666666666,572.7428571428572,497.75,524.0428571428571
160,1503101,Gurupá,15,PA,380.0,491.8,559.9,389.1,373.9
161,1503200,Igarapé-Açu,15,PA,586.6666666666666,534.65,590.6666666666667,475.2416666666666,528.3833333333333
162,1503309,Igarapé-Miri,15,PA,536.3636363636364,515.1999999999999,546.4181818181819,489.7363636363636,531.5272727272727
163,1503408,Inhangapi,15,PA,400.0,429.9,538.8,540.0,484.2
164,1503457,Ipixuna do Pará,15,PA,730.0,490.35,486.95000000000005,455.95000000000005,500.55
165,1503507,Irituia,15,PA,224.0,507.62000000000006,512.78,481.9,478.65999999999997
166,1503606,Itaituba,15,PA,431.42857142857144,493.4157894736842,559.8285714285715,465.5736842105263,512.447619047619
167,1503705,Itupiranga,15,PA,526.6666666666666,468.69047619047626,557.6416666666667,466.37619047619046,497.74166666666673
168,1503804,Jacundá,15,PA,523.0769230769231,513.8538461538461,548.7230769230769,451.4153846153846,499.86153846153854
169,1503903,Juruti,15,PA,526.6666666666666,503.78000000000003,494.23333333333335,476.46999999999997,472.1666666666667
170,1504000,Limoeiro do Ajuru,15,PA,550.0,506.025,483.59999999999997,447.1,470.0
171,1504059,Mãe do Rio,15,PA,493.6842105263158,473.2055555555556,554.957894736842,456.1333333333333,495.3526315789474
172,1504109,Magalhães Barata,15,PA,840.0,659.0,674.1,612.4,551.8
173,1504208,Marabá,15,PA,510.4040404040404,496.0550000000001,550.3500000000001,478.7183333333336,500.35303030303055
174,1504307,Maracanã,15,PA,402.22222222222223,459.72222222222223,457.05555555555554,453.3999999999999,477.85555555555555
175,1504406,Marapanim,15,PA,540.0,483.57500000000005,599.45,448.85,537.8
176,1504422,Marituba,15,PA,553.2432432432432,528.1333333333332,578.8837837837839,486.7521739130435,533.0310810810812
177,1504455,Medicilândia,15,PA,550.0,573.2,588.4000000000001,478.825,551.25
178,1504505,Melgaço,15,PA,700.0,582.95,611.25,546.2,560.1
179,1504604,Mocajuba,15,PA,482.5,549.65,559.3125,464.75,495.55
180,1504703,Moju,15,PA,468.57142857142856,501.7119999999999,542.2142857142856,452.2759999999999,495.36785714285713
181,1504752,Mojuí dos Campos,15,PA,466.6666666666667,478.8666666666666,486.8,469.09999999999997,444.40000000000003
182,1504802,Monte Alegre,15,PA,547.3684210526316,501.7277777777778,567.1421052631579,465.12222222222226,535.7736842105264
183,1504901,Muaná,15,PA,540.0,503.9,503.65,486.75,488.65
184,1504950,Nova Esperança do Piriá,15,PA,480.0,476.29999999999995,443.29999999999995,436.85,456.4
185,1504976,Nova Ipixuna,15,PA,493.3333333333333,503.18333333333334,572.25,497.6166666666666,530.65
186,1505007,Nova Timboteua,15,PA,,,,,
187,1505031,Novo Progresso,15,PA,530.0,651.4,579.8,435.8,483.65
188,1505064,Novo Repartimento,15,PA,406.6666666666667,513.7166666666666,552.5833333333334,432.88333333333327,489.09999999999997
189,1505106,Óbidos,15,PA,481.42857142857144,493.74615384615385,545.3857142857142,452.6307692307692,487.5142857142857
190,1505205,Oeiras do Pará,15,PA,470.0,510.75,545.1750000000001,502.025,507.625
191,1505304,Oriximiná,15,PA,497.6,500.2521739130435,558.836,478.0391304347826,506.6360000000001
192,1505403,Ourém,15,PA,725.0,511.22499999999997,613.8,500.6,541.975
193,1505437,Ourilândia do Norte,15,PA,476.6666666666667,501.0166666666667,628.65,478.01666666666665,567.4166666666666
194,1505486,Pacajá,15,PA,340.0,510.59999999999997,456.85,460.4,464.90000000000003
195,1505494,Palestina do Pará,15,PA,606.6666666666666,516.6,574.1999999999999,504.20000000000005,515.5
196,1505502,Paragominas,15,PA,477.55102040816325,511.93111111111125,543.8122448979592,473.9755555555557,495.66734693877544
197,1505536,Parauapebas,15,PA,506.6666666666667,517.8376068376068,564.6087301587299,487.7350427350423,527.3333333333333
198,1505551,Pau D'Arco,15,PA,600.0,689.4,551.6,495.4,555.8
199,1505601,Peixe-Boi,15,PA,650.0,524.55,518.8,446.15,502.95
200,1505650,Placas,15,PA,420.0,497.66,591.9,489.56000000000006,535.8799999999999
201,1505700,Ponta de Pedras,15,PA,462.22222222222223,499.5166666666667,531.2333333333332,476.5333333333333,509.23333333333335
202,1505809,Portel,15,PA,488.8888888888889,517.4888888888888,568.0666666666667,506.3444444444444,515.911111111111
203,1505908,Porto de Moz,15,PA,440.0,475.75,577.3,411.8,487.0
204,1506005,Prainha,15,PA,540.0,385.1,499.0,525.8,354.8
205,1506104,Primavera,15,PA,560.0,470.95000000000005,570.5999999999999,422.95000000000005,468.1
206,1506138,Redenção,15,PA,463.6842105263158,501.10540540540524,541.778947368421,474.2810810810809,495.79473684210535
207,1506161,Rio Maria,15,PA,528.0,521.0600000000001,565.46,502.4,511.03999999999996
208,1506187,Rondon do Pará,15,PA,535.4545454545455,543.5857142857142,553.0863636363637,491.20952380952394,505.95454545454544
209,1506195,Rurópolis,15,PA,420.0,496.55,471.20000000000005,485.8,420.70000000000005
210,1506203,Salinópolis,15,PA,551.5384615384615,507.63999999999993,560.973076923077,475.47600000000006,519.3153846153847
211,1506302,Salvaterra,15,PA,432.5,457.825,514.1875,456.0375,483.31250000000006
212,1506351,Santa Bárbara do Pará,15,PA,477.14285714285717,437.2285714285714,546.1571428571428,450.1857142857143,500.3142857142857
213,1506500,Santa Izabel do Pará,15,PA,562.3529411764706,516.5419354838709,551.4029411764706,497.4741935483871,517.3735294117646
214,1506559,Santa Luzia do Pará,15,PA,386.6666666666667,512.1,540.5999999999999,434.56666666666666,476.56666666666666
215,1506609,Santa Maria do Pará,15,PA,528.5714285714286,490.5571428571429,572.5428571428571,483.42857142857144,500.18571428571425
216,1506708,Santana do Araguaia,15,PA,300.0,443.54999999999995,457.29999999999995,493.15,463.8
217,1506807,Santarém,15,PA,547.3593073593073,528.0874999999997,570.1151515151516,490.5379464285715,523.7255411255411
218,1506906,Santarém Novo,15,PA,473.3333333333333,509.8666666666666,514.8666666666667,424.2,453.0333333333333
219,1507003,Santo Antônio do Tauá,15,PA,526.6666666666666,504.8500000000001,553.55,470.01666666666665,486.18333333333334
220,1507102,São Caetano de Odivelas,15,PA,465.0,474.3375,529.925,454.15,482.2
221,1507151,São Domingos do Araguaia,15,PA,436.0,446.6,517.82,456.325,453.91999999999996
222,1507201,São Domingos do Capim,15,PA,480.0,500.42499999999995,505.025,426.25,467.92499999999995
223,1507300,São Félix do Xingu,15,PA,570.0,544.6999999999999,603.325,511.025,578.3
224,1507409,São Francisco do Pará,15,PA,545.0,460.7571428571428,524.6,456.92857142857144,500.25
225,1507458,São Geraldo do Araguaia,15,PA,592.0,507.88,580.5800000000002,525.26,560.94
226,1507466,São João da Ponta,15,PA,406.6666666666667,495.6333333333334,528.5,472.2333333333333,455.06666666666666
227,1507474,São João de Pirabas,15,PA,500.0,439.25,535.625,481.7,474.65
228,1507508,São João do Araguaia,15,PA,424.0,496.125,521.9399999999999,405.35,452.15999999999997
229,1507607,São Miguel do Guamá,15,PA,506.6666666666667,502.1842105263158,563.7190476190475,469.54210526315785,512.4190476190475
230,1507706,São Sebastião da Boa Vista,15,PA,686.6666666666666,572.4333333333333,600.3333333333334,501.63333333333327,553.3000000000001
231,1507755,Sapucaia,15,PA,,,,,
232,1507805,Senador José Porfírio,15,PA,350.0,441.65,521.95,441.35,430.4
233,1507904,Soure,15,PA,597.5,513.0125,545.9125,476.85,498.02500000000003
234,1507953,Tailândia,15,PA,394.2857142857143,493.4550000000001,528.2761904761904,454.84499999999997,467.26190476190476
235,1507961,Terra Alta,15,PA,500.0,484.67499999999995,508.0,423.65,438.04999999999995
236,1507979,Terra Santa,15,PA,386.6666666666667,459.2333333333333,489.1666666666667,415.5333333333333,474.1333333333334
237,1508001,Tomé-Açu,15,PA,441.2121212121212,492.8967741935483,525.9121212121212,452.86774193548393,475.93939393939394
238,1508035,Tracuateua,15,PA,483.3333333333333,438.83333333333326,500.84999999999997,433.75000000000006,476.6333333333334
239,1508050,Trairão,15,PA,,,,,
240,1508084,Tucumã,15,PA,490.0,451.2166666666667,547.5666666666667,483.05,526.6999999999999
241,1508100,Tucuruí,15,PA,499.3939393939394,503.8870967741934,562.7257575757576,473.6435483870969,510.2500000000001
242,1508126,Ulianópolis,15,PA,590.0,489.55,605.85,448.45,467.54999999999995
243,1508159,Uruará,15,PA,456.0,493.5111111111112,566.36,493.1333333333333,508.32000000000005
244,1508209,Vigia,15,PA,561.0526315789474,508.9647058823529,571.0842105263157,463.67647058823525,503.5368421052633
245,1508308,Viseu,15,PA,410.0,498.7,527.3833333333333,471.9166666666667,489.05
246,1508357,Vitória do Xingu,15,PA,510.0,448.25,540.375,438.225,485.525
247,1508407,Xinguara,15,PA,441.0,487.4421052631579,552.4449999999999,465.4421052631579,507.68499999999995
248,1600055,Serra do Navio,16,AP,540.0,560.7,588.1,461.2,581.1
249,1600105,Amapá,16,AP,300.0,412.4666666666667,515.9333333333334,440.73333333333335,446.0333333333333
250,1600154,Pedra Branca do Amapari,16,AP,320.0,414.15,451.5,408.35,478.79999999999995
251,1600204,Calçoene,16,AP,523.3333333333334,458.15000000000003,551.0166666666665,486.3833333333334,497.3666666666666
252,1600238,Ferreira Gomes,16,AP,480.0,472.1666666666667,542.1999999999999,494.0333333333333,465.43333333333334
253,1600253,Itaubal,16,AP,560.0,511.0,592.2,504.0,490.95000000000005
254,1600279,Laranjal do Jari,16,AP,463.3333333333333,484.3304347826086,537.9625000000001,453.8,489.3166666666668
255,1600303,Macapá,16,AP,524.5625,507.6472789115644,559.0374999999999,478.96870748299347,514.8678124999999
256,1600402,Mazagão,16,AP,553.3333333333334,399.2,589.2666666666667,458.8666666666666,497.3333333333333
257,1600501,Oiapoque,16,AP,508.0,428.40000000000003,507.64,416.3,482.5
258,1600535,Porto Grande,16,AP,565.7142857142857,516.98,558.9999999999999,505.4,543.8142857142857
259,1600600,Santana,16,AP,491.9191919191919,528.4459770114942,561.6898989898989,482.5344827586207,521.7929292929296
260,1600709,Tartarugalzinho,16,AP,530.0,487.5,512.3499999999999,439.0,434.25
261,1600808,Vitória do Jari,16,AP,380.0,405.3,538.2666666666667,471.2666666666667,478.6333333333334
262,1700251,Abreulândia,17,TO,320.0,528.7,510.85,457.9,483.65000000000003
263,1700301,Aguiarnópolis,17,TO,720.0,441.6,610.3,526.8,542.5
264,1700400,Almas,17,TO,340.0,533.342857142857,521.2222222222222,456.54285714285714,500.44444444444434
265,1700707,Alvorada,17,TO,,,,,
266,1701002,Ananás,17,TO,502.85714285714283,515.1,553.0714285714286,478.8285714285715,477.28571428571433
267,1701051,Angico,17,TO,450.0,472.6666666666667,493.75,401.76666666666665,447.35
268,1701101,Aparecida do Rio Negro,17,TO,546.6666666666666,556.9333333333333,486.53333333333336,441.6666666666667,448.9666666666667
269,1701309,Aragominas,17,TO,,,,,
270,1702000,Araguaçu,17,TO,,,,,
271,1702109,Araguaína,17,TO,529.3430656934306,518.2356589147287,556.9554744525547,485.50387596899213,518.7379562043797
272,1702158,Araguanã,17,TO,500.0,454.8,475.1,447.3,508.3
273,1702208,Araguatins,17,TO,481.6666666666667,499.4416666666666,521.0916666666666,454.8416666666667,481.125
274,1702307,Arapoema,17,TO,,,,,
275,1702406,Arraias,17,TO,458.1818181818182,487.05,527.1727272727273,457.35,503.07272727272726
276,1702554,Augustinópolis,17,TO,521.25,501.42666666666656,578.8124999999999,476.6266666666667,533.9375
277,1702901,Axixá do Tocantins,17,TO,300.0,455.5666666666666,481.35,431.6666666666667,431.55
278,1703008,Babaçulândia,17,TO,660.0,592.6,601.1,567.1,609.0
279,1703073,Barra do Ouro,17,TO,500.0,441.8,505.0,484.1,521.1
280,1703107,Barrolândia,17,TO,580.0,463.6,598.9,463.1,554.5
281,1703305,Bom Jesus do Tocantins,17,TO,460.0,430.8,620.1,465.7,530.5
282,1703602,Brasilândia do Tocantins,17,TO,480.0,485.4,563.2,515.8,500.9
283,1703701,Brejinho de Nazaré,17,TO,400.0,493.3,594.9,510.7,607.3
284,1703800,Buriti do Tocantins,17,TO,480.0,501.05,519.25,410.75,441.0
285,1703842,Campos Lindos,17,TO,780.0,525.0,644.5333333333333,536.7333333333333,535.8000000000001
286,1703909,Caseara,17,TO,420.0,,562.45,,494.6
287,1704105,Centenário,17,TO,840.0,391.7,448.3,457.1,414.8
288,1704600,Chapada de Areia,17,TO,320.0,,515.8,,467.6
289,1705508,Colinas do Tocantins,17,TO,582.2222222222222,520.4777777777776,583.4444444444446,471.8444444444445,543.3777777777777
290,1705557,Combinado,17,TO,280.0,434.7,484.1,430.0,411.2
